title,authors,year,reference_count,total_citation,abstract,keywords,type"Winners and Losers: The New Map of Economic Inequality in the European Union",Mick Dunford;Peter Sjøholt;Neil Ravenscroft;Stephen Young;Neil Hood;Alan Wilson;Inga Lena Grønlund;Tatyana Nefedova;Vladimir Baláz;Stephen Fothergill;Tim Unwin;Eike Schamp;Rachel Macdonald;Markus Hesse;,1994,22,61,"This article examines some of the main features and causes of the changing geography of inequality and unequal development in the European Union (EU). The main spatial inequalities in the EU and the wider Europe are outlined, as are some of the trends in regional inequality since the early 1960s and their relation to economic performance. Considerable emphasis is placed on evidence of the dysfunctionality of wide inequalities for economic development, and it is argued that a neo-liberal programme of market integration and an intensification of competition for investment creates a zero-sum gain in which the gains of the winners are often at the expense of the losers. An initial attempt is made to identify some of the winners and losers of the late 1970s and 1980s and to identify some of the factors that help explain why some regions were more successful than others.",,"Research Article"
"Re-scaling ‘EU’rope: EU macro-regional fantasies in the Mediterranean",Adrian Smith;Michael Dunford;Kyoung H Lee;Weidong Liu;Godfrey Yeung;Maribel Casas-Cortes;Sebastian Cobarrubias;John Pickles;Luiza Bialasiewicz;Paolo Giaccaria;Alun Jones;Claudio Minca;Alun Jones;Julian Clark;Kathryn L Cassidy;Sara Fregonese;Lynn Staeheli;Caroline R Nagel;Andrea Teti;Andrea Mura;Jeremy Anderson;Costas Douzinas;Lorenzo Trombetta;Adam Ramadan;Yair Wallach;Carlos Taibo;,2013,101,98,"This article engages with the most recent spatial fantasy for the making of ‘EU’ropean space: the idea of trans-European macro-regions, currently in vogue in the policy literature. In particular, we focus on the imaginings of a Mediterranean macro-region as the latest incarnation of the macro-regional fad, but also as a useful prism for reflecting on some of the underlying conceptual as well as political and geopolitical challenges of the on-going remaking and rescaling of ‘EU’ropean space. We argue that, although there exists by now a vast literature by geographers and other scholars that engages with the production of ‘EU’ropean spaces through regionalization, the policy literature generated by EU ‘macro-regional experts’ appears to entirely ignore these debates, professing an understanding of regions that is a conceptual pastiche at best, and that entirely occludes the political and geopolitical implications of region-making within, at, and beyond ‘EU’rope’s borders",Borders;Europe;European Union;Mediterranean;regions,"Research Article"
"‘A modern-day Icelandic saga’: Political places and negotiating spaces at the northern frontier of ‘EUrope’",Adrian Smith;Michael Dunford;Kyoung H Lee;Weidong Liu;Godfrey Yeung;Maribel Casas-Cortes;Sebastian Cobarrubias;John Pickles;Luiza Bialasiewicz;Paolo Giaccaria;Alun Jones;Claudio Minca;Alun Jones;Julian Clark;Kathryn L Cassidy;Sara Fregonese;Lynn Staeheli;Caroline R Nagel;Andrea Teti;Andrea Mura;Jeremy Anderson;Costas Douzinas;Lorenzo Trombetta;Adam Ramadan;Yair Wallach;Carlos Taibo;,2013,46,11,"In this paper we explore the current politico-economic tensions surrounding Iceland’s application for EU membership provoked by the state’s financial trauma of 2008. Through access to high level diplomats, politicians and EU Commission staff involved in preparing and negotiating Icelandic accession to the EU, we examine the difficulties for both sides of overcoming the country’s long-standing antipathy towards European political integration and appeasing the vociferous sectoral interests, especially in farming and fisheries, ranged against membership. The significance of this application far outstrips the size of this small island state since Iceland’s relationship with ‘EUrope’ is long-standing and complex. This national drama is given greater political salience as it is projected against the backdrop of ‘EUrope’s own existential struggles over the post-1945 political project of integration currently underway. Ultimately the saga of Iceland’s membership of the EU may be a relatively short one if Iceland refuses ‘EUrope’, which would effectively mark the final frontier of ‘EUropean’ expansion northwards. This would also mark a distinct stage in the history of ‘European ‘external relations; a candid assessment by a small island state of the value of adopting the structures and policies of an alleged ‘New ‘EUrope’.",Enlargement;EU;external relations;Iceland;political geography,"Research Article"
"Gender relations and cross-border small trading in the Ukrainian–Romanian borderlands",Adrian Smith;Michael Dunford;Kyoung H Lee;Weidong Liu;Godfrey Yeung;Maribel Casas-Cortes;Sebastian Cobarrubias;John Pickles;Luiza Bialasiewicz;Paolo Giaccaria;Alun Jones;Claudio Minca;Alun Jones;Julian Clark;Kathryn L Cassidy;Sara Fregonese;Lynn Staeheli;Caroline R Nagel;Andrea Teti;Andrea Mura;Jeremy Anderson;Costas Douzinas;Lorenzo Trombetta;Adam Ramadan;Yair Wallach;Carlos Taibo;,2013,63,9,"European Union (EU) enlargement and the later shaping of its relationships with its new Eastern neighbours through the European Neighbourhood Policy (ENP) have had a significant impact on communities outside the EU’s borders. As the EU has sought to control flows of people, money and goods through these new borders, it has also become a destination for irregular migrants and small-scale traders from its eastern neighbours. This article draws upon participant observation in one such community in western Ukraine, where continuing levels of high unemployment and low wages and pensions drive dependence on flows of remittances from migrants to southern Europe, but also revenues from small-scale trade with neighbouring EU members, such as Romania. New forms of transnational mobility have emerged, which are not gender-neutral. The article asserts that, while hegemonic masculinities exist in both Ukrainian and Romanian communities, gender relations in Romania are restricted by sexualised discourses. As male and female Ukrainian traders interact with Romanian border officials and local distributors and intermediaries, hegemonic masculinities in Ukraine are re-affirmed and female traders are unable to advance and develop their trade in the same way as their male counterparts. In doing so, the article expands research on gender and transnationalism in post-enlargement Europe beyond migration and demonstrates not only how encounters at the EU’s borders are shaping gender relations in communities outside the EU, but that involvement in cross-border economic activities is determined by the gendered discourses and performance that take place at the border.",Borders;Europe;gender;informal economy;post-socialism,"Research Article"
"Mediterranean geographies of protest",Adrian Smith;Michael Dunford;Kyoung H Lee;Weidong Liu;Godfrey Yeung;Maribel Casas-Cortes;Sebastian Cobarrubias;John Pickles;Luiza Bialasiewicz;Paolo Giaccaria;Alun Jones;Claudio Minca;Alun Jones;Julian Clark;Kathryn L Cassidy;Sara Fregonese;Lynn Staeheli;Caroline R Nagel;Andrea Teti;Andrea Mura;Jeremy Anderson;Costas Douzinas;Lorenzo Trombetta;Adam Ramadan;Yair Wallach;Carlos Taibo;,2013,22,30,"This special issue of Euro-commentaries tackles the question of what links unprecedented anti-regime uprisings in the MENA (Middle East and North Africa) region, with the largest protests in decades in several European cities. Beyond the specificities of individual cases, uprisings on both sides of the Mediterranean have highlighted strong and often violent collisions between resistance movements and state security. How are these collisions reshaping urban and political geographies in the Mediterranean? The papers presented here explore different aspects of the 2011 protests, and share the view that these are shaped by concerns for social justice, human rights and democracy, which are not a prerogative of the Arab world, but indicate instead more complex geographies.",Arab uprisings;Mediterranean;protest;transnational geographies;urban geography,"Research Article"
"Whose awakening is it? Youth and the geopolitics of civic engagement in the ‘Arab Awakening’",Adrian Smith;;;;;Michael Dunford;;;;;Kyoung H Lee;;;;;Weidong Liu;;;;;Godfrey Yeung;;;;;Maribel Casas-Cortes;;;;;Sebastian Cobarrubias;;;;;John Pickles;;;;;Luiza Bialasiewicz;;;;;Paolo Giaccaria;;;;;Alun Jones;;;;;Claudio Minca;;;;;Alun Jones;;;;;Julian Clark;;;;;Kathryn L Cassidy;;;;;Sara Fregonese;;;;;Lynn Staeheli;;;;;Caroline R Nagel;;;;;Andrea Teti;;;;;Andrea Mura;;;;;Jeremy Anderson;;;;;Costas Douzinas;;;;;Lorenzo Trombetta;;;;;Adam Ramadan;;;;;Yair Wallach;;;;;Carlos Taibo;;;;;,2013,7,33,"The ‘Arab Awakening’ in 2011 witnessed a series of uprisings that had many different influences and motivations, but that collectively unsettled governing and rule in the region. Amongst the influences on the uprisings are geopolitical interests and strategies on the part of international organisations and programmes that promote civic engagement and citizenship on the part of young people in the region. These programmes had multiple goals, including improving the image of the West amongst people in the Middle East who might otherwise be suspicious of the West and training young people to enact democratic change through civil society. Such programmes are often accused of importing values and practices associated with the West and of depoliticising activism. The events of 2011, however, suggest the indeterminacy of the programmes and the unpredictable ways in which youth use the skills they learned. Given this, the short-, medium- and long-term outcomes of the programmes – and indeed of the protests in 2011 – remain uncertain.",Citizenship;civic engagement;geopolitics;Lebanon;youth,"Research Article"
"Convergent (il)liberalism in the Mediterranean? Some notes on Egyptian (post-)authoritarianism and Italian (post-)democracy",Adrian Smith;;;;;Michael Dunford;;;;;Kyoung H Lee;;;;;Weidong Liu;;;;;Godfrey Yeung;;;;;Maribel Casas-Cortes;;;;;Sebastian Cobarrubias;;;;;John Pickles;;;;;Luiza Bialasiewicz;;;;;Paolo Giaccaria;;;;;Alun Jones;;;;;Claudio Minca;;;;;Alun Jones;;;;;Julian Clark;;;;;Kathryn L Cassidy;;;;;Sara Fregonese;;;;;Lynn Staeheli;;;;;Caroline R Nagel;;;;;Andrea Teti;;;;;Andrea Mura;;;;;Jeremy Anderson;;;;;Costas Douzinas;;;;;Lorenzo Trombetta;;;;;Adam Ramadan;;;;;Yair Wallach;;;;;Carlos Taibo;;;;;,2013,16,5,"This paper explores the hypothesis of a convergence between ‘backsliding’ European liberal democracies and the ‘pseudo-liberalization’ of Middle Eastern authoritarian systems (Cavatorta, 2010) by considering the similarities, beyond the well-known differences, between Italy and Egypt. We suggest that standard indicators of regime type (e.g. Polity IV Authority Index) fail to capture important trends both in the evolution of both the forms of political power and the forms of resistance. Reflecting on such trends may help re-think the current limitations of Democratization theory (Teti, 2012).",Civil society;clientelism;corruption;democracy;Egypt;Italy;post-democratization,"Research Article"
"Intersecting arcs of mobilisation: The transnational trajectories of Egyptian dockers’ unions",Adrian Smith;;;;;Michael Dunford;;;;;Kyoung H Lee;;;;;Weidong Liu;;;;;Godfrey Yeung;;;;;Maribel Casas-Cortes;;;;;Sebastian Cobarrubias;;;;;John Pickles;;;;;Luiza Bialasiewicz;;;;;Paolo Giaccaria;;;;;Alun Jones;;;;;Claudio Minca;;;;;Alun Jones;;;;;Julian Clark;;;;;Kathryn L Cassidy;;;;;Sara Fregonese;;;;;Lynn Staeheli;;;;;Caroline R Nagel;;;;;Andrea Teti;;;;;Andrea Mura;;;;;Jeremy Anderson;;;;;Costas Douzinas;;;;;Lorenzo Trombetta;;;;;Adam Ramadan;;;;;Yair Wallach;;;;;Carlos Taibo;;;;;,2013,17,18,"This commentary explores the development of Egypt’s dockers’ unions since February 2011 in terms of two interlinked trajectories. On the one hand, the Egyptian revolution has provided the primary impetus for dockers’ industrial activism, as, like many other workers throughout Egypt, they have taken advantage of the political space suddenly opened up. However, although the Egyptian revolution may seem the most obvious driving force behind the growth of unions on the country’s docks, these advances also conform to a regional pattern. Since 2007 a campaign by the International Transport Workers’ Federation (ITF) has seen new unions formed and collective bargaining rights won in many ports across the region, including in Bahrain, Jordan and Morocco. It is argued that the technical and industrial resources made available through the ITF’s activities and networks have, therefore, played an important role. The uncertain political environment in Egypt, however, threatens to stunt both the growth of independent unions, and curtail the support they receive from the international labour movement.",Arab Spring;dockers;Egypt labour movement;International Transport Workers’ Federation;transnational union organising,"Research Article"
"Athens rising",Adrian Smith;;;;;Michael Dunford;;;;;Kyoung H Lee;;;;;Weidong Liu;;;;;Godfrey Yeung;;;;;Maribel Casas-Cortes;;;;;Sebastian Cobarrubias;;;;;John Pickles;;;;;Luiza Bialasiewicz;;;;;Paolo Giaccaria;;;;;Alun Jones;;;;;Claudio Minca;;;;;Alun Jones;;;;;Julian Clark;;;;;Kathryn L Cassidy;;;;;Sara Fregonese;;;;;Lynn Staeheli;;;;;Caroline R Nagel;;;;;Andrea Teti;;;;;Andrea Mura;;;;;Jeremy Anderson;;;;;Costas Douzinas;;;;;Lorenzo Trombetta;;;;;Adam Ramadan;;;;;Yair Wallach;;;;;Carlos Taibo;;;;;,2013,0,31,"",,"Other"
"More than just a battleground: Cairo’s urban space during the 2011 protests",Adrian Smith;;;;;Michael Dunford;;;;;Kyoung H Lee;;;;;Weidong Liu;;;;;Godfrey Yeung;;;;;Maribel Casas-Cortes;;;;;Sebastian Cobarrubias;;;;;John Pickles;;;;;Luiza Bialasiewicz;;;;;Paolo Giaccaria;;;;;Alun Jones;;;;;Claudio Minca;;;;;Alun Jones;;;;;Julian Clark;;;;;Kathryn L Cassidy;;;;;Sara Fregonese;;;;;Lynn Staeheli;;;;;Caroline R Nagel;;;;;Andrea Teti;;;;;Andrea Mura;;;;;Jeremy Anderson;;;;;Costas Douzinas;;;;;Lorenzo Trombetta;;;;;Adam Ramadan;;;;;Yair Wallach;;;;;Carlos Taibo;;;;;,2013,1,13,"This is a short urban recounting of the implicit dialogue developing between two opposing forces in Cairo during the popular protests between the end of January and the beginning of February 2011 that forced Muhammad Hosni Mubarak to leave the presidency after three decades of undisputed power. The first mass demonstration which threw the traditional system of repression into crisis took place on 25 January. During the night between 2 and 3 February, the army sided definitively with the protesters, ready to protect them from the armed loyalist gangs and plain-clothed security forces, who had replaced the regular uniformed police withdrawn from the streets from 29 January. Based on audio-visual documentation obtained by following the activists’ leaders and the police across different urban locations throughout the first 10 days of the Egyptian revolution, this reconstruction highlights the constantly adapting attitudes of both actors to each other.",Cairo and the 2011 revolution;confrontation between demonstrators and police;Egyptian uprising;Muhammad Hosni Mubarak;urban space,"Research Article"
"From Tahrir to the world: The camp as a political public space",Adrian Smith;;;;;Michael Dunford;;;;;Kyoung H Lee;;;;;Weidong Liu;;;;;Godfrey Yeung;;;;;Maribel Casas-Cortes;;;;;Sebastian Cobarrubias;;;;;John Pickles;;;;;Luiza Bialasiewicz;;;;;Paolo Giaccaria;;;;;Alun Jones;;;;;Claudio Minca;;;;;Alun Jones;;;;;Julian Clark;;;;;Kathryn L Cassidy;;;;;Sara Fregonese;;;;;Lynn Staeheli;;;;;Caroline R Nagel;;;;;Andrea Teti;;;;;Andrea Mura;;;;;Jeremy Anderson;;;;;Costas Douzinas;;;;;Lorenzo Trombetta;;;;;Adam Ramadan;;;;;Yair Wallach;;;;;Carlos Taibo;;;;;,2013,18,44,"The year 2011 was when the camp defeated the dictator. At Tahrir Square, the camp was a space of freedom, resistance and liberation, beyond the control of the state and outside the normal political order, in which a more progressive politics was forged and made real. In the months that followed, political protesters across the Middle East, Europe and North America emulated the tactics of the Egyptian protest camp. In light of these transnational events, the protest camp deserves attention as a specific political act and vehicle for political change. The occupation of urban space, and subversion of the normal political order within those spaces, is a key strategy for protesters to articulate an alternative political future.",Camp;Egypt;protest;revolution;Tahrir Square,"Research Article"
"The politics of non-iconic space: Sushi, shisha, and a civic promise in the 2011 summer protests in Israel",Adrian Smith;;;;;Michael Dunford;;;;;Kyoung H Lee;;;;;Weidong Liu;;;;;Godfrey Yeung;;;;;Maribel Casas-Cortes;;;;;Sebastian Cobarrubias;;;;;John Pickles;;;;;Luiza Bialasiewicz;;;;;Paolo Giaccaria;;;;;Alun Jones;;;;;Claudio Minca;;;;;Alun Jones;;;;;Julian Clark;;;;;Kathryn L Cassidy;;;;;Sara Fregonese;;;;;Lynn Staeheli;;;;;Caroline R Nagel;;;;;Andrea Teti;;;;;Andrea Mura;;;;;Jeremy Anderson;;;;;Costas Douzinas;;;;;Lorenzo Trombetta;;;;;Adam Ramadan;;;;;Yair Wallach;;;;;Carlos Taibo;;;;;,2013,20,13,"City streets and squares have become centre stage for political change, in the wave of protests in Europe and the Middle East. Most protest locations are iconic sites of national resonance. Yet this was not the case in the summer 2011 wave of social protests in Israel. Rothschild Boulevard, which was the heart of the protest movement, is a non-iconic street usually associated with the good life of sushi and espresso bars and constant cycle traffic. This unusual choice contrasted sharply with Egypt’s Tahrir Square, Madrid’s Puerta del Sol and protest sites in Jerusalem – all associated with the politics of the nation. Yet it is exactly the lack of symbolic national resonance, and its down-to-earth association with urban joie de vivre, that enabled the Boulevard to assemble a broad and diverse coalition of protestors, and to transcend the exclusive language of politics in Israel. In a country where the national is identified with the ethnic (Jewish), the pedestrian symbolism of Rothschild allowed protestors to forge a civic language that appealed to Israel’s citizenry and residents, Jews and Arabs, local and migrants.",Arab Spring;dissent;Israel;Palestine;urban protests,"Research Article"
"The Spanish indignados: A movement with two souls",Adrian Smith;;;;;Michael Dunford;;;;;Kyoung H Lee;;;;;Weidong Liu;;;;;Godfrey Yeung;;;;;Maribel Casas-Cortes;;;;;Sebastian Cobarrubias;;;;;John Pickles;;;;;Luiza Bialasiewicz;;;;;Paolo Giaccaria;;;;;Alun Jones;;;;;Claudio Minca;;;;;Alun Jones;;;;;Julian Clark;;;;;Kathryn L Cassidy;;;;;Sara Fregonese;;;;;Lynn Staeheli;;;;;Caroline R Nagel;;;;;Andrea Teti;;;;;Andrea Mura;;;;;Jeremy Anderson;;;;;Costas Douzinas;;;;;Lorenzo Trombetta;;;;;Adam Ramadan;;;;;Yair Wallach;;;;;Carlos Taibo;;;;;,2013,16,74,"The Spanish indignados movement has forcefully erupted onto the political landscape of the country. Two different souls can be found at its core: one attached to activists from alternative social movements, the other emerging around the ‘young indignados’. In general terms, a drift can be found within the movement from merely citizenist positions towards others which are more clearly anticapitalist.",Alternative social movements;anticapitalism;autonomy;citizenism;indignados;15-M movement;young people,"Research Article"
"Jim Lewis Prize",Adrian Smith;Allan Williams;Lummina G. Horlings;Terry K. Marsden;John Harrison;Anna Growe;Paul Higgins;Josep Campanera;Alexandre Nobajas;Demetrio Muñoz-Gielen;Daniele Bondonio;Robert T. Greenbaum;Jen Nelles;Frédéric Durand;,2014,0,2,"",,"Editorial"
"Exploring the ‘New Rural Paradigm’ in Europe: Eco-economic strategies as a counterforce to the global competitiveness agenda",Adrian Smith;Allan Williams;Lummina G. Horlings;Terry K. Marsden;John Harrison;Anna Growe;Paul Higgins;Josep Campanera;Alexandre Nobajas;Demetrio Muñoz-Gielen;Daniele Bondonio;Robert T. Greenbaum;Jen Nelles;Frédéric Durand;,2014,46,140,"Rural regions in Europe are facing diverging pathways of development. On the one hand, the influence of urbanisation and the intensification and continued up-scaling of agriculture make it more difficult for many regions to remain distinctive and increase sustainability. Places, as well as goods and services, have become increasingly interchangeable. For many regions an obvious choice is to compete with other regions for global mobile capital and labour. On the other hand, and as a counterforce to these global logics, new strategies, which are more place-based, are being developed, such as the construction of identities or images around new agricultural goods and services. These strategies can be seen in the context of the ‘New Rural Paradigm’ for European rural regions. In the search for new trajectories for sustainable development, different models can be identified: the bio-economy paradigm and the eco-economy. Each model has its own sustainability claim and can be analysed in the context of the overarching development theory of ecological modernisation. The central question in this article is what types of strategies and pathways for eco-economic development can be witnessed in rural regions in Europe? The empirical analysis is based on 62 European cases. Three key eco-economic strategies that show a shift from an agricultural-based development to a more integrative rural and regionally based development are identified. The article concludes with some consistent parameters for understanding the dynamic complexity of rural regional development.",Branding;eco-economy;new rural paradigm;regional development;regional strategies;rural development;sustainability,"Research Article"
"From places to flows? Planning for the new ‘regional world’ in Germany",Adrian Smith;Allan Williams;Lummina G. Horlings;Terry K. Marsden;John Harrison;Anna Growe;Paul Higgins;Josep Campanera;Alexandre Nobajas;Demetrio Muñoz-Gielen;Daniele Bondonio;Robert T. Greenbaum;Jen Nelles;Frédéric Durand;,2014,0,85,"Recent decades have been dominated by discourses describing a resurgence of regions. Yet despite its prominence the region remains a largely Delphian concept. In the period of new regionalist orthodoxy, for example, while it was recognized that regions take various forms, the normative claim that we were living in a ‘regional world’ became narrowly focused on regions as subnational political units. Nevertheless, the emergence of city-regions, cross-border regions, and European Metropolitan Regions is leading some scholars to suggest the formation in this century of a brave new ‘regional world’. With economic, social and political activity increasingly orchestrated through regional spaces that cross-cut the territorial map that prevailed through much of the twentieth century, the literature is adorned with accounts advancing the theoretical and policy rationale for relational approaches to regions and regionalism. Yet far less has been written on the struggle to construct these spaces politically, thereby neglecting questions of territory and territorial politics. With this in mind, our paper draws on the experience of Germany to consider the political struggle to overcome the contradictions, overlaps, and competing tendencies that result from new regional spaces appearing alongside, rather than replacing, existing forms of state scalar organization. In particular, we observe how the Federal State is using the ambiguity of the regional concept to present territorial and relational approaches as complementary alternatives. The paper concludes by relating these findings to ongoing debates on how we, as ‘regional’ researchers, should approach the analysis of regions and regionalism; speculates on the degree to which they form progressive and effective spatial policies; and asks what lessons can be learnt about contemporary state spatiality more generally.",European Metropolitan Regions;Germany;networks;planning;regions;territory,"Research Article"
"Quality of life and spatial inequality in London",Adrian Smith;Allan Williams;Lummina G. Horlings;Terry K. Marsden;John Harrison;Anna Growe;Paul Higgins;Josep Campanera;Alexandre Nobajas;Demetrio Muñoz-Gielen;Daniele Bondonio;Robert T. Greenbaum;Jen Nelles;Frédéric Durand;,2014,33,27,"In contrast to London’s image as a global city and its position as the most affluent region in Europe, the formally established empirical evidence assembled in this paper suggests that spatial inequality in the capital is a key economic and social problem that is unlikely to be resolved by the prevailing localism doctrine of the ‘big society’. Isolated from an initial and non-discriminate England-wide clustering analysis of 73 Audit Commission-defined quality of life indicators, the results of our study reveal that pivotal to London’s prevailing quality of life distribution is the influence of deprivation, health and educational inequalities, all of which are masked at a pure ‘inner’ and ‘outer’ London comparison, capable only of distinguishing the city’s borough-level transport and community safety diversity. The policy implications of our study are duly considered and several methodological insights are advanced for future research.",Sustainable quality of life;global city;London;clustering analysis;spatial diversity,"Research Article"
"Urban governance, property rights, land readjustment and public value capturing",Adrian Smith;Allan Williams;Lummina G. Horlings;Terry K. Marsden;John Harrison;Anna Growe;Paul Higgins;Josep Campanera;Alexandre Nobajas;Demetrio Muñoz-Gielen;Daniele Bondonio;Robert T. Greenbaum;Jen Nelles;Frédéric Durand;,2014,41,29,"There is an ongoing debate in the literature on urban policy networks about governance and, more specifically, the role of public bodies in urban policy implementation networks. This paper focuses on the specific debate in Dutch and Spanish academic and professional circles regarding property rights in land (hereafter property rights) and the need to separate development rights from property rights. The British nationalisation of development rights in 1947 is an important point of reference in these debates. This paper adds to these debates by providing empirical evidence about a land readjustment regulation that public bodies can use to modify the power relationships between public and private parties. This regulation can improve public value capturing by helping public bodies transfer the costs for public infrastructure and affordable housing to developers while capturing part of the enhanced economic value.",Land readjustment;policy networks;property rights in land;public infrastructure;public value capturing;social and affordable housing;urban governance;urban regeneration,"Research Article"
"Revitalizing regional economies through enterprise support policies: an impact evaluation of multiple instruments",Adrian Smith;Allan Williams;Lummina G. Horlings;Terry K. Marsden;John Harrison;Anna Growe;Paul Higgins;Josep Campanera;Alexandre Nobajas;Demetrio Muñoz-Gielen;Daniele Bondonio;Robert T. Greenbaum;Jen Nelles;Frédéric Durand;,2014,35,30,"Although enterprise support policies continue to be favored by policymakers in the European Union (EU) as tools for regional revitalization, there is as yet insufficient empirical evidence examining the effects of the policies on socially relevant outcomes. This paper helps fill that gap by utilizing firm-level data to offer robust counterfactual impact evaluation evidence on the employment effects of the coexisting European Regional Development Fund (ERDF) co-sponsored, national and regional programs commonly operated in many EU regions. By using data from a large northern Italian region, the analysis yields employment impact estimates of the policies under plausible identification assumptions. The paper finds no significant difference between the employment impacts of ERDF co-funded and national/regional programs, whereas, regardless of the funding body, the absolute per-firm employment effects of the programs are increasingly larger the higher the economic value of the incentives. However, the most generous incentives come with a much higher cost per each additional new job. The analysis also shows that the absolute per-firm employment effects of soft loans are similar to those of capital grants, but, because soft loans cost much less, they are more effective from a policy perspective.",Counterfactual impact evaluation;enterprise support programs;grants;loans;regional economic development,"Research Article"
"Political rescaling and metropolitan governance in cross-border regions: comparing the cross-border metropolitan areas of Lille and Luxembourg",Adrian Smith;Allan Williams;Lummina G. Horlings;Terry K. Marsden;John Harrison;Anna Growe;Paul Higgins;Josep Campanera;Alexandre Nobajas;Demetrio Muñoz-Gielen;Daniele Bondonio;Robert T. Greenbaum;Jen Nelles;Frédéric Durand;,2014,54,68,"In the last 20 years, the number of cross-border cooperation structures in Europe has exploded owing to political and financial support by the European Union aimed at encouraging cohesion and developing peripheral regions. These policies are part of processes of de-bordering and political rescaling that have profoundly affected cross-border areas by creating new institutional territories and political structures. The purpose of this paper is to study the institutional history of cross-border metropolitan governance in Europe through the comparison of two of the most advanced cross-border metropolitan regions: Lille and Luxembourg. This paper asks how these cross-border structures have developed and changed. What can their patterns of institutional evolution contribute to understanding governance in other cross-border regions? Are these new spaces evidence of political rescaling? This paper presents and redefines cross-border governance as a cyclical and a long-term process and also explores the challenges that these partnerships face in becoming functionally effective and autonomous policy actors. Ultimately, we find that there is no replicable ideal of cross-border governance and that even long-standing partnerships are in a period of exploration and reinvention. Establishing a competitive and coherent cross-border metropolitan region is ambitious and complex, and it necessitates the coordination of policies at multiple scales and across institutionally diverse territories. This project requires the modification and/or construction of new institutional and legal frameworks. This reorientation of political attention has resulted in a reconceptualization of political space but not the empowerment of new political actors, indicating that the process of rescaling may be a work in progress.",Cross-border cooperation;cross-border governance;cross-border metropolitan region;political and territorial rescaling,"Research Article"
"Erratum",Adrian Smith;Allan Williams;Lummina G. Horlings;Terry K. Marsden;John Harrison;Anna Growe;Paul Higgins;Josep Campanera;Alexandre Nobajas;Demetrio Muñoz-Gielen;Daniele Bondonio;Robert T. Greenbaum;Jen Nelles;Frédéric Durand;,2014,0,0,"The publisher would like to apologize for the error that occurred in European Urban and Regional Studies 2013: 20: 4, pp. 370–384, in the article ‘Staging experience, valuing authenticity: Towards a market perspective on territorial development’ by Hugues Jeannerat",,"Correction"
"Tracing aspects of the Greek crisis in Athens: Putting women in the picture",Adrian Smith;Dina Vaiou;Maribel Casas-Cortes;Sebastian Cobarrubias;John Pickles;Alberta Andreotti;Enzo Mingione;Piotr Niewiadomski;Kristof Steyvers;Christophe Sohn;Bernard Reitel;Kaj Zimmerbauer;Luca Salvati;Nicholas Charron;Alexander Tölle;Iván Medina;Eugenia Markova;Paraskevopoulou Anna;Allan M Williams;Gareth Shaw;Matías I. Zarlenga;Joaquim Rius Ulldemolins;Arturo Rodríguez Morató;Ilaria Pappalepore;Filipe Teles;Teresa González-Gómez;Estrella Gualda;Jeremy Morris;Abel Polese;Sebastiaan Princen;Karin Geuijen;Jeroen Candel;Oddy Folgerts;Ragna Hooijer;Katarzyna Szmigiel-Rawska;Xavier Ferrer-Gallardo;Abel Albet-Mas;Oto Hudec;Peter Džupka;,2016,39,31,"In the political fluidity of our times, the dismal economic situation in Greece is perhaps extreme but indicative of a deepening crisis in Europe, which is expanding, both geographically and socially. Contrary to the dominant rhetoric, austerity measures and pacts imposed on Greece, Portugal, Spain – and later Cyprus – do not seem to provide effective remedies. On the contrary, they seem to plunge entire areas and groups of people into a vicious cycle of rising unemployment, shrinking incomes and deep impoverishment. In the context of this rhetoric, an almost exclusive emphasis on the macro-economic aspects of the crisis, seems to “expel” from public debate the fact that there are effects of austerity policies that are unevenly distributed, inscribed as they are on existing inequalities: inequalities among places, between women and men, locals and migrants, big and small employers, secure and precarious workers and, most importantly, intersections of these. This paper engages with some of the less debated aspects of the crisis in Athens, with a focus on the complex and usually invisible ways in which it impacts on women. It draws upon research in a low-income neighbourhood of Athens and focuses on changes in women’s everyday lives, which have to do with job precarity and job loss, destruction of social services and the re-shaping of care, as well as practices of coping with/resisting the crisis.",Care;Greek crisis;precarity;urban neighbourhoods;women,"Research Article"
